Chr	start	end	strand
Chr5	7952588	7952616	+
Chr5	25227308	25227334	-
Chr5	19719083	19719109	-
Chr5	14212191	14212217	-
Chr5	21425193	21425220	+
Chr5	9979290	9979316	-
Chr5	14947231	14947258	+
Chr5	9865920	9867724	+
Chr5	24285142	24285167	-
Chr5	13942207	13942232	-
Chr5	9919073	9919100	+
Chr5	6109473	6109498	-
Chr5	13764979	13765004	+
Chr5	5218900	5220422	-
Chr5	12981781	12981791	-
Chr5	12090291	12092075	-
Chr5	17018395	17019991	+
Chr5	12022591	12022759	+
Chr5	9181650	9189417	+
Chr5	26829819	26831418	-
Chr5	4736713	4738309	-
Chr5	10398777	10400370	+
Chr5	13978478	13980068	-
Chr5	9928082	9929673	+
Chr5	5969084	5970674	+
Chr5	2105861	2107449	-
Chr5	12020727	12020921	+
Chr5	26258474	26260064	+
Chr5	26581765	26583354	-
Chr5	12887931	12889536	+
Chr5	13371833	13379652	-
Chr5	8555600	8557207	-
Chr5	13435598	13437206	-
Chr5	21407009	21408632	-
Chr5	12973924	12981780	-
Chr5	11782971	11784600	-
Chr5	10568821	10570452	-
Chr5	7713575	7714513	-
Chr5	8549545	8551167	-
Chr5	12035557	12043305	-
Chr5	14146158	14147779	+
Chr5	15732140	15733758	+
Chr5	14257368	14258980	+
Chr5	13224973	13225080	-
Chr5	15490820	15498653	-
Chr5	12930816	12932432	-
Chr5	11387664	11388075	+
Chr5	12930268	12933726	-
Chr5	3005871	3007470	+
Chr5	12332946	12334530	-
Chr5	9596387	9596774	+
Chr5	14452492	14454035	+
Chr5	13632100	13633625	-
Chr5	14393193	14394736	+
Chr5	22021051	22022597	+
Chr5	15832033	15833656	-
Chr5	15254514	15256056	+
Chr5	17005821	17007362	+
Chr5	12628823	12630499	-
Chr5	10828539	10830064	-
Chr5	9945250	9946780	+
Chr5	13203017	13203506	-
Chr5	8280365	8281902	+
Chr5	11282890	11282966	-
Chr5	13626400	13627932	+
Chr5	11975954	11976204	+
Chr5	17740219	17742501	-
Chr5	15044274	15044418	-
Chr5	9341818	9343384	-
Chr5	10106820	10114552	+
Chr5	12282237	12283801	-
Chr5	19153814	19155394	+
Chr5	11765943	11765967	-
Chr5	9930880	9932431	+
Chr5	10059786	10061000	-
Chr5	11203512	11205075	-
Chr5	14502433	14517642	+
Chr5	12733767	12736516	-
Chr5	11396497	11404157	+
Chr5	11477631	11479189	-
Chr5	18073279	18074836	+
Chr5	10730418	10731974	-
Chr5	13196084	13196103	+
Chr5	10034413	10037202	-
Chr5	13988993	13990636	-
Chr5	10152994	10160907	-
Chr5	15146307	15148036	+
Chr5	17428312	17430036	-
Chr5	12687306	12689033	-
Chr5	11062527	11064256	-
Chr5	13984885	13987493	+
Chr5	9339835	9341549	-
Chr5	12523240	12531276	-
Chr5	13133945	13135657	-
Chr5	13135658	13137346	-
Chr5	14317622	14319330	-
Chr5	10741016	10742725	-
Chr5	11489633	11490402	+
Chr5	8249592	8249665	+
Chr5	14614927	14617009	-
Chr5	10737021	10738756	-
Chr5	11081827	11083547	+
Chr5	11211365	11213107	+
Chr5	12746198	12747967	+
Chr5	13498533	13500304	-
Chr5	17867035	17868790	+
Chr5	9995660	9997438	-
Chr5	12485805	12487589	+
Chr5	15129009	15130774	+
Chr5	12796847	12798542	+
Chr5	17616870	17618656	-
Chr5	17405468	17407225	-
Chr5	13029136	13029183	+
Chr5	18216895	18218649	+
Chr5	10776813	10778565	-
Chr5	10715750	10715846	+
Chr5	11460347	11462097	+
Chr5	11055144	11055216	-
Chr5	12838816	12840511	+
Chr5	9595190	9596386	+
Chr5	17893551	17901550	-
Chr5	13228739	13230428	-
Chr5	11643341	11651273	-
Chr5	12069820	12071485	-
Chr5	11271968	11273635	+
Chr5	14826317	14834273	+
Chr5	13532723	13534632	+
Chr5	11053047	11055038	-
Chr5	10536067	10537721	+
Chr5	11102708	11104361	+
Chr5	18598162	18599806	-
Chr5	9059853	9061502	+
Chr5	13045246	13046896	+
Chr5	12238101	12239751	+
Chr5	12151734	12160420	+
Chr5	14266432	14268086	+
Chr5	8718855	8718864	-
Chr5	8984515	8986186	-
Chr5	14057311	14058986	+
Chr5	15733956	15735653	-
Chr5	15454017	15455706	-
Chr5	7180082	7181785	+
Chr5	11390477	11409522	-
Chr5	12781917	12783620	-
Chr5	9799295	9800993	+
Chr5	9890101	9898036	-
Chr5	13037947	13039645	+
Chr5	12199587	12207543	+
Chr5	13960646	13968612	+
Chr5	20273044	20274718	-
Chr5	13917806	13919491	+
Chr5	11785117	11786670	-
Chr5	10086753	10089599	+
Chr5	14657666	14659362	+
Chr5	16157932	16158227	+
Chr5	18900662	18900819	+
Chr5	17066071	17066256	+
Chr5	18980404	18981279	+
Chr5	21148158	21148774	+
Chr5	11566348	11566661	-
Chr5	14782362	14786200	-
Chr5	18993874	18994318	-
Chr5	17267067	17267681	-
Chr5	3084787	3085153	+
Chr5	5873164	5873528	-
Chr5	7643929	7644545	+
Chr5	13863115	13863655	+
Chr5	8674814	8675180	-
Chr5	9007979	9008723	-
Chr5	20834068	20834435	+
Chr5	8320009	8320376	+
Chr5	10742732	10746122	-
Chr5	19572723	19573090	+
Chr5	14732194	14732802	-
Chr5	10922295	10922375	+
Chr5	8822593	8822959	+
Chr5	17030675	17031091	-
Chr5	806202	806819	+
Chr5	13859108	13859471	-
Chr5	10546609	10546972	-
Chr5	13391411	13391948	-
Chr5	24307910	24308355	-
Chr5	15000468	15000489	-
Chr5	9488212	9488294	+
Chr5	10746656	10747272	+
Chr5	13539780	13543177	+
Chr5	2896691	2897055	-
Chr5	18736794	18737332	-
Chr5	11378025	11378375	+
Chr5	7320868	7321407	+
Chr5	7055436	7056052	+
Chr5	8611531	8611970	-
Chr5	11599319	11603524	+
Chr5	14608095	14608195	-
Chr5	10690986	10695185	-
Chr5	14946525	14946610	+
Chr5	14926414	14926780	-
Chr5	10184889	10184914	-
Chr5	10582596	10582665	+
Chr5	15580809	15580911	+
Chr5	11550068	11550437	+
Chr5	16061787	16061895	+
Chr5	8671277	8671721	+
Chr5	10702604	10702947	-
Chr5	10456856	10457470	+
Chr5	13591523	13592137	+
Chr5	13029184	13032574	+
Chr5	11356453	11356896	+
Chr5	19964369	19964981	-
Chr5	10223669	10224035	-
Chr5	10180010	10183037	+
Chr5	9169528	9169897	+
Chr5	10976849	10977393	-
Chr5	23661214	23661754	-
Chr5	743371	743534	-
Chr5	2870846	2871212	-
Chr5	12007211	12018604	+
Chr5	9459736	9460349	-
Chr5	10365545	10368534	+
Chr5	25141765	25142304	-
Chr5	18301833	18302276	-
Chr5	9848966	9849453	+
Chr5	16572812	16573255	-
Chr5	15265671	15266274	-
Chr5	17047230	17047598	+
Chr5	14865871	14866145	+
Chr5	9978588	9979201	-
Chr5	12554016	12554223	-
Chr5	13903133	13903577	+
Chr5	11701014	11701538	+
Chr5	15910175	15910543	+
Chr5	14298830	14299159	-
Chr5	9801643	9802008	+
Chr5	16570368	16570736	+
Chr5	10064980	10065422	-
Chr5	12593012	12593351	-
Chr5	10248549	10249164	-
Chr5	10212745	10213109	+
Chr5	13604976	13605011	+
Chr5	19098771	19098797	-
Chr5	20527139	20527756	-
Chr5	11123373	11126365	-
Chr5	10372552	10372596	+
Chr5	7821625	7821795	-
Chr5	7097114	7097562	+
Chr5	16524040	16524486	-
Chr5	8770676	8771080	+
Chr5	4679687	4680222	-
Chr5	9142039	9142266	-
Chr5	17464877	17465496	+
Chr5	11387287	11387649	+
Chr5	16417226	16417589	+
Chr5	5521134	5521497	+
Chr5	11796904	11808296	-
Chr5	12286641	12287065	-
Chr5	13583421	13583869	+
Chr5	10954720	10954837	-
Chr5	26069816	26070860	-
Chr5	17960345	17960704	-
Chr5	13313051	13313587	+
Chr5	11776774	11777536	+
Chr5	14994172	14994453	+
Chr5	8819294	8820206	+
Chr5	13305655	13306278	+
Chr5	8155764	8156685	+
Chr5	1706854	1707390	+
Chr5	14995091	14995163	+
Chr5	13194799	13195335	+
Chr5	10570453	10570564	-
Chr5	12548472	12548918	-
Chr5	12669951	12673355	+
Chr5	12297595	12300585	-
Chr5	10841509	10841868	-
Chr5	14810261	14810881	+
Chr5	16258342	16258960	-
Chr5	9849454	9849992	+
Chr5	5707094	5707646	-
Chr5	18104215	18104250	-
Chr5	9028713	9031806	+
Chr5	15856990	15857606	-
Chr5	16118109	16118816	+
Chr5	14600373	14600818	-
Chr5	16374857	16374885	-
Chr5	16981438	16981975	-
Chr5	15780660	15781278	+
Chr5	19521766	19522130	+
Chr5	17480928	17480947	-
Chr5	20749918	20750455	-
Chr5	2256600	2257215	-
Chr5	15761799	15762338	+
Chr5	1675665	1676281	-
Chr5	16970631	16971076	-
Chr5	13144716	13148925	-
Chr5	16175437	16175801	+
Chr5	10684408	10684759	-
Chr5	6926018	6926463	-
Chr5	19101560	19102178	+
Chr5	25304249	25304613	+
Chr5	14612588	14613207	+
Chr5	14610717	14611593	+
Chr5	13543477	13543840	+
Chr5	16498884	16499245	-
Chr5	18187394	18187755	-
Chr5	15878019	15878465	-
Chr5	8615124	8615743	+
Chr5	13361967	13362097	-
Chr5	11159506	11163730	+
Chr5	7990927	7991290	+
Chr5	26095984	26096430	-
Chr5	25844572	25844626	-
Chr5	15089352	15089716	+
Chr5	7069991	7070530	+
Chr5	15658812	15659429	-
Chr5	21214903	21215350	+
Chr5	16416441	16416604	-
Chr5	22880039	22880075	-
Chr5	12243457	12244068	-
Chr5	24338815	24339184	+
Chr5	20399550	20400092	+
Chr5	14202990	14203701	+
Chr5	5375918	5376523	-
Chr5	10909833	10910145	+
Chr5	19365664	19366022	+
Chr5	9386075	9386446	-
Chr5	22670730	22671337	+
Chr5	9762057	9762356	-
Chr5	19274686	19274723	-
Chr5	15700020	15700564	-
Chr5	13872075	13872682	+
Chr5	17172719	17172744	+
Chr5	17035537	17035972	-
Chr5	17017654	17018028	+
Chr5	18132766	18133138	-
Chr5	7344748	7345294	+
Chr5	10977394	10977436	-
Chr5	13371228	13371832	-
Chr5	17287527	17288131	-
Chr5	12274144	12274515	-
Chr5	21695863	21696468	-
Chr5	2289727	2290100	+
Chr5	2374076	2377446	+
Chr5	20592722	20592802	+
Chr5	15156784	15156881	+
Chr5	15527226	15527265	-
Chr5	21123099	21123539	+
Chr5	8619513	8619884	-
Chr5	1982223	1982295	+
Chr5	22519198	22519637	+
Chr5	26893446	26893817	-
Chr5	14098860	14099231	-
Chr5	14332274	14332647	+
Chr5	12593352	12593958	-
Chr5	13941661	13947805	-
Chr5	17871299	17871670	-
Chr5	12403540	12415223	+
Chr5	14946611	14947230	-
Chr5	18589771	18590208	+
Chr5	16015436	16015558	-
Chr5	19115940	19116484	-
Chr5	7636533	7637136	-
Chr5	4782343	4782777	-
Chr5	14334468	14334735	+
Chr5	14336665	14336932	+
Chr5	20147472	20148075	-
Chr5	14338862	14339129	+
Chr5	12547100	12547598	+
Chr5	21425736	21426170	-
Chr5	20278780	20282135	-
Chr5	9551845	9552448	-
Chr5	11521305	11521851	+
Chr5	14325699	14325966	+
Chr5	14330086	14330460	+
Chr5	9645350	9646047	+
Chr5	14327898	14328165	+
Chr5	13148932	13152793	+
Chr5	9876499	9877104	+
Chr5	14341057	14341431	+
Chr5	16798002	16798274	+
Chr5	14352033	14352304	+
Chr5	14367411	14367678	+
Chr5	14371810	14372077	+
Chr5	23750994	23751431	+
Chr5	19451750	19452354	-
Chr5	14374004	14374271	+
Chr5	18916914	18917520	+
Chr5	19151915	19152350	-
Chr5	9354184	9354790	+
Chr5	24325174	24325718	-
Chr5	14365213	14365480	+
Chr5	13811319	13811755	+
Chr5	11159458	11159505	+
Chr5	14356426	14356693	+
Chr5	18420199	18420745	+
Chr5	10175592	10178950	+
Chr5	11439290	11441295	+
Chr5	14984784	14984860	-
Chr5	14363017	14363391	+
Chr5	17055998	17056369	-
Chr5	10762740	10763178	-
Chr5	8217122	8217288	-
Chr5	16336681	16337223	-
Chr5	19452355	19452965	-
Chr5	13863805	13864173	-
Chr5	19374990	19375360	+
Chr5	12586012	12586623	-
Chr5	13654578	13655121	+
Chr5	15881733	15881829	+
Chr5	21014192	21014634	+
Chr5	13032575	13034075	+
Chr5	9112016	9112036	-
Chr5	10449492	10449750	+
Chr5	12571981	12572592	+
Chr5	17203156	17203768	+
Chr5	12732981	12733393	-
Chr5	15288434	15288976	-
Chr5	1489444	1489897	-
Chr5	13573507	13576870	-
Chr5	25531268	25531624	+
Chr5	17019992	17020605	+
Chr5	5111927	5112295	-
Chr5	16966192	16966563	+
Chr5	14610473	14610695	+
Chr5	12989300	12989584	-
Chr5	22429617	22430228	-
Chr5	17234863	17234925	-
Chr5	13180953	13181396	+
Chr5	22702313	22702682	+
Chr5	13886472	13890658	+
Chr5	15303126	15303307	-
Chr5	13252692	13252854	-
Chr5	11659235	11659758	+
Chr5	12610312	12610630	+
Chr5	14994454	14995067	+
Chr5	11551237	11551607	+
Chr5	9394501	9394524	+
Chr5	13852628	13853172	+
Chr5	11540520	11541133	+
Chr5	17671292	17671662	+
Chr5	13560867	13561403	+
Chr5	12896051	12896662	+
Chr5	13494562	13494719	-
Chr5	14295362	14295646	-
Chr5	26703559	26703931	+
Chr5	9775170	9775713	-
Chr5	15599609	15600049	+
Chr5	9220188	9220796	-
Chr5	4894812	4895356	+
Chr5	25357901	25358273	+
Chr5	10687495	10687933	-
Chr5	13772883	13773255	+
Chr5	15819973	15820566	+
Chr5	10779451	10780060	+
Chr5	9879002	9879375	+
Chr5	20480080	20480520	+
Chr5	8847742	8847765	+
Chr5	10420238	10420487	+
Chr5	10492009	10492381	+
Chr5	10533402	10533842	+
Chr5	198275	198647	+
Chr5	14648283	14648892	-
Chr5	9801393	9802122	-
Chr5	14878927	14879719	-
Chr5	22492417	22492824	-
Chr5	21898759	21899198	-
Chr5	17967073	17967512	-
Chr5	15955478	15955827	-
Chr5	14688094	14688705	+
Chr5	10893703	10894247	+
Chr5	12587875	12588246	+
Chr5	26787043	26787652	-
Chr5	10378700	10379244	+
Chr5	13539081	13539522	+
Chr5	10251348	10251957	-
Chr5	6027376	6027396	-
Chr5	13539523	13539779	+
Chr5	10571649	10572260	+
Chr5	18476380	18476745	-
Chr5	11497940	11498309	-
Chr5	26415167	26415606	-
Chr5	15727369	15727972	-
Chr5	11026531	11026973	-
Chr5	14187939	14188281	+
Chr5	15436125	15436472	+
Chr5	14872359	14872815	-
Chr5	10186821	10187457	+
Chr5	15587155	15587500	-
Chr5	13654023	13654356	+
Chr5	20498211	20498558	+
Chr5	355212	355844	-
Chr5	13309524	13309982	+
Chr5	10203660	10204189	+
Chr5	12593959	12594046	+
Chr5	15695855	15696180	+
Chr5	14625168	14625514	-
Chr5	19020506	19020964	+
Chr5	8123222	8123751	+
Chr5	10966541	10967172	-
Chr5	8084602	8084631	+
Chr5	19453482	19453940	+
Chr5	10687014	10687360	-
Chr5	13111737	13112082	-
Chr5	13733030	13733058	+
Chr5	15643119	15643576	-
Chr5	19835425	19835771	+
Chr5	9758006	9758640	+
Chr5	9849993	9850044	-
Chr5	13992750	13993207	-
Chr5	7069517	7070690	-
Chr5	15265417	15265670	-
Chr5	14379336	14383621	+
Chr5	16995915	16996260	-
Chr5	8281903	8282214	+
Chr5	10592124	10592471	+
Chr5	11192674	11193130	-
Chr5	9716502	9717030	+
Chr5	14849141	14849773	-
Chr5	9844274	9844906	-
Chr5	14985742	14986087	-
Chr5	13020573	13020599	-
Chr5	19930122	19930578	-
Chr5	16979081	16979610	+
Chr5	9368186	9368532	-
Chr5	1689611	1690141	+
Chr5	17653513	17653967	-
Chr5	11684825	11685146	+
Chr5	12421627	12422259	+
Chr5	12170373	12170405	-
Chr5	8670800	8676907	+
Chr5	22267288	22267637	+
Chr5	17304813	17309087	+
Chr5	5784420	5784482	-
Chr5	4794067	4794416	+
Chr5	6049473	6050102	-
Chr5	19870383	19870731	-
Chr5	10243091	10244901	+
Chr5	4165135	4165590	+
Chr5	13512937	13515871	+
Chr5	8147608	8148240	+
Chr5	12938617	12939146	-
Chr5	6630630	6630679	-
Chr5	8640200	8640656	+
Chr5	17219799	17220327	-
Chr5	10489851	10490380	+
Chr5	18602865	18603211	-
Chr5	10686839	10686862	+
Chr5	10033045	10033676	-
Chr5	10656134	10656372	+
Chr5	24820608	24821241	+
Chr5	21305534	21305880	-
Chr5	9175637	9176568	+
Chr5	16652448	16652794	-
Chr5	14624632	14624935	+
Chr5	11776895	11777204	+
Chr5	13982907	13983954	-
Chr5	4012967	4013423	+
Chr5	1687245	1687593	+
Chr5	9055229	9055260	+
Chr5	8911184	8911530	+
Chr5	10824560	10825088	-
Chr5	7038207	7038553	-
Chr5	9640879	9640916	-
Chr5	22879184	22879712	+
Chr5	10400371	10400574	+
Chr5	17997224	17997565	-
Chr5	24585979	24586617	+
Chr5	10369466	10369926	-
Chr5	8834099	8834441	+
Chr5	16643022	16643443	+
Chr5	26858061	26858401	-
Chr5	13870814	13871341	+
Chr5	17904408	17904515	-
Chr5	10393612	10394248	-
Chr5	19549275	19549618	+
Chr5	10963129	10963473	+
Chr5	13687946	13688513	-
Chr5	13137349	13137876	+
Chr5	8664955	8665482	+
Chr5	4166043	4166504	+
Chr5	10924969	10925607	+
Chr5	12802377	12802623	+
Chr5	23187124	23187585	+
Chr5	18362022	18362362	-
Chr5	12844591	12845117	+
Chr5	10002247	10002588	+
Chr5	23236744	23237270	+
Chr5	12420990	12421626	-
Chr5	15151483	15152120	-
Chr5	13713504	13718031	+
Chr5	19671841	19672478	-
Chr5	14024742	14025035	-
Chr5	21439779	21439806	+
Chr5	8343930	8343977	+
Chr5	19580487	19581011	-
Chr5	9089757	9089938	+
Chr5	15881830	15882941	+
Chr5	10194534	10194991	-
Chr5	12300586	12300611	-
Chr5	12393168	12393194	-
Chr5	6351749	6352090	+
Chr5	17842111	17842573	+
Chr5	9023567	9023624	+
Chr5	22150780	22150954	-
Chr5	9763844	9763961	+
Chr5	14870744	14871075	-
Chr5	18063547	18063892	+
Chr5	13764452	13764978	-
Chr5	14679080	14679714	-
Chr5	7175299	7175415	-
Chr5	14040379	14040526	-
Chr5	5707712	5710613	-
Chr5	10162508	10162648	+
Chr5	9089596	9089756	+
Chr5	4282639	4283272	-
Chr5	9290852	9291485	-
Chr5	8861770	8862113	-
Chr5	24686089	24686546	-
Chr5	17090876	17095159	-
Chr5	10733552	10737020	+
Chr5	8963913	8964441	+
Chr5	2097227	2097686	+
Chr5	6448677	6448712	-
Chr5	24117962	24118598	+
Chr5	12374825	12374854	+
Chr5	17146926	17147563	+
Chr5	13735380	13735724	+
Chr5	14051727	14052615	+
Chr5	18405953	18406411	-
Chr5	11087005	11087642	+
Chr5	17478413	17478874	+
Chr5	14995068	14995090	-
Chr5	12447162	12447506	+
Chr5	13876886	13877521	-
Chr5	15431134	15431478	+
Chr5	11785055	11785082	-
Chr5	20398833	20399467	-
Chr5	10985380	10985722	-
Chr5	19479297	19480421	-
Chr5	12417564	12417833	+
Chr5	13512572	13512910	-
Chr5	16018027	16018664	+
Chr5	16810811	16811155	+
Chr5	14101225	14101756	+
Chr5	5644703	5645158	+
Chr5	6450152	6450781	-
Chr5	112966	113011	+
Chr5	15961379	15964805	+
Chr5	13399522	13399828	+
Chr5	11382521	11385498	-
Chr5	11031271	11039070	+
Chr5	13605493	13605850	+
Chr5	13812349	13812540	-
Chr5	4266228	4266680	+
Chr5	3350647	3351098	+
Chr5	19894857	19895478	-
Chr5	15956721	15957077	-
Chr5	12613443	12613976	-
Chr5	14560839	14561196	+
Chr5	13791006	13793988	+
Chr5	17072392	17072841	-
Chr5	10790584	10790924	-
Chr5	2445742	2446365	+
Chr5	8860081	8860702	-
Chr5	21162772	21163127	-
Chr5	9707112	9707644	-
Chr5	16130736	16131090	-
Chr5	12156438	12156891	+
Chr5	18080843	18081467	+
Chr5	13694777	13698610	+
Chr5	9589899	9590375	+
Chr5	22805720	22806039	+
Chr5	4788495	4791460	+
Chr5	216736	217357	-
Chr5	20635598	20635954	+
Chr5	9588142	9588766	+
Chr5	10025640	10025996	+
Chr5	21447258	21447881	+
Chr5	18475608	18476060	+
Chr5	14219961	14219990	-
Chr5	10465439	10465971	-
Chr5	17027140	17027496	+
Chr5	18726869	18727321	+
Chr5	15856940	15856989	-
Chr5	13748585	13748941	-
Chr5	15955828	15955847	+
Chr5	6886188	6886638	+
Chr5	17958778	17959314	+
Chr5	8197249	8197607	-
Chr5	13117932	13128453	-
Chr5	18519137	18519585	-
Chr5	10338074	10338695	+
Chr5	12151116	12151733	+
Chr5	9859067	9859500	-
Chr5	15808344	15808963	-
Chr5	7509307	7509755	-
Chr5	2897540	2897561	+
Chr5	15391383	15391742	-
Chr5	15148493	15151482	+
Chr5	17247601	17248220	-
Chr5	20545848	20546116	+
Chr5	5843341	5843497	+
Chr5	15114306	15114351	+
Chr5	21935256	21935790	-
Chr5	15075029	15075387	-
Chr5	17174528	17174606	-
Chr5	2097687	2097780	-
Chr5	16570227	16570957	+
Chr5	17506491	17507111	-
Chr5	13015668	13015811	-
Chr5	10888927	10889285	+
Chr5	10134113	10134734	-
Chr5	19842693	19843142	-
Chr5	768943	769302	+
Chr5	17778600	17778959	+
Chr5	13368038	13368658	-
Chr5	16048489	16048829	-
Chr5	15271400	15272022	+
Chr5	14213518	14216937	+
Chr5	14880189	14880811	+
Chr5	12602107	12602464	-
Chr5	8363631	8363892	-
Chr5	10049184	10049633	-
Chr5	12573007	12577144	+
Chr5	11396291	11396473	+
Chr5	14780745	14781128	-
Chr5	10959970	10960593	-
Chr5	19427260	19427610	-
Chr5	13859472	13859568	-
Chr5	15793476	15793931	+
Chr5	5128229	5128857	-
Chr5	15148085	15148492	+
Chr5	10183038	10183668	+
Chr5	21529728	21530015	-
Chr5	13877564	13877681	+
Chr5	12124644	12128903	-
Chr5	6206552	6210347	+
Chr5	13810913	13811266	+
Chr5	19966162	19966791	+
Chr5	15052060	15052410	-
Chr5	12363542	12363962	+
Chr5	21109590	21110219	+
Chr5	8136396	8136748	+
Chr5	13382668	13383119	+
Chr5	3566345	3566975	+
Chr5	8586683	8587035	+
Chr5	13232206	13232659	-
Chr5	11129682	11131268	-
Chr5	13947806	13948335	-
Chr5	13203507	13203856	-
Chr5	15992527	15992876	-
Chr5	12338677	12342939	-
Chr5	8192720	8193068	-
Chr5	12445378	12445833	+
Chr5	11333644	11337086	+
Chr5	12121705	12124643	+
Chr5	9472123	9472654	+
Chr5	12004268	12007210	+
Chr5	12963991	12964619	-
Chr5	14656749	14656808	+
Chr5	7457361	7457712	+
Chr5	14876174	14876629	+
Chr5	9898672	9899204	+
Chr5	11782795	11785054	-
Chr5	14075542	14075891	-
Chr5	9061673	9062294	+
Chr5	15601039	15601491	-
Chr5	8723472	8723507	-
Chr5	5113978	5114330	-
Chr5	12585234	12585859	-
Chr5	13614462	13614915	+
Chr5	10020252	10020606	+
Chr5	14301366	14301897	-
Chr5	19206077	19206182	+
Chr5	11227044	11227495	-
Chr5	10676976	10677430	+
Chr5	22500561	22500599	-
Chr5	7698400	7698755	+
Chr5	23842823	23843276	+
Chr5	24343712	24343852	-
Chr5	21046024	21046650	+
Chr5	25892107	25892638	-
Chr5	19687004	19687357	-
Chr5	21096450	21096512	-
Chr5	10563560	10564011	+
Chr5	19454205	19454559	+
Chr5	11170950	11175204	-
Chr5	21542894	21546691	+
Chr5	17064470	17064823	+
Chr5	18802855	18803387	+
Chr5	20400286	20401456	+
Chr5	25859789	25860140	-
Chr5	15230149	15230777	+
Chr5	18666952	18667305	+
Chr5	21031973	21032425	-
Chr5	18441562	18441697	-
Chr5	13616998	13619950	-
Chr5	6475605	6476137	+
Chr5	16128245	16128597	-
Chr5	14246370	14246824	+
Chr5	19062837	19063462	-
Chr5	13189000	13189352	+
Chr5	18240259	18240886	+
Chr5	9809020	9809373	+
Chr5	9857132	9857586	+
Chr5	14227284	14227636	-
Chr5	25203743	25204084	+
Chr5	6498161	6498192	+
Chr5	8420095	8420528	-
Chr5	6460870	6461285	-
Chr5	4022807	4023204	+
Chr5	9887567	9887962	-
Chr5	12325998	12330014	+
Chr5	13399432	13399521	+
Chr5	11472804	11473371	-
Chr5	16371987	16372312	-
Chr5	16356372	16359539	+
Chr5	11107583	11111508	+
Chr5	20292427	20292824	+
Chr5	5567889	5568306	+
Chr5	12919928	12920503	+
Chr5	13706845	13706878	-
Chr5	14711379	14711774	-
Chr5	15702225	15702620	-
Chr5	2312289	2312862	-
Chr5	15249593	15250008	-
Chr5	11406111	11407330	+
Chr5	13473902	13474232	+
Chr5	17107139	17107365	+
Chr5	22179147	22179721	-
Chr5	17717732	17718148	-
Chr5	9882305	9882698	-
Chr5	14594447	14594832	+
Chr5	18371296	18371850	-
Chr5	16388593	16388624	+
Chr5	13712675	13713251	+
Chr5	18378031	18378588	+
Chr5	19122835	19123012	+
Chr5	14747724	14748300	+
Chr5	16845565	16846141	+
Chr5	20426262	20426658	+
Chr5	8682514	8682910	+
Chr5	13034076	13035624	+
Chr5	6516672	6517066	-
Chr5	4958319	4958346	-
Chr5	9161983	9162557	-
Chr5	7892958	7893532	+
Chr5	13515872	13515970	-
Chr5	9835022	9835578	-
Chr5	10839933	10840506	+
Chr5	13306318	13309495	+
Chr5	10732806	10733362	-
Chr5	12242507	12242921	-
Chr5	20426903	20427302	+
Chr5	12424464	12425020	-
Chr5	15446539	15447111	-
Chr5	5007086	5007483	-
Chr5	14677615	14678014	+
Chr5	7058589	7058711	+
Chr5	13155144	13155542	-
Chr5	6469438	6469996	+
Chr5	12887500	12887916	+
Chr5	15153730	15154301	-
Chr5	15942241	15942657	+
Chr5	4200964	4201363	+
Chr5	13728012	13731189	-
Chr5	10394249	10394823	+
Chr5	25308139	25308556	+
Chr5	10184915	10185313	+
Chr5	12092443	12092491	-
Chr5	21212060	21212175	+
Chr5	18751145	18751543	+
Chr5	15060896	15061292	-
Chr5	14094326	14094385	-
Chr5	10537722	10537769	+
Chr5	12791825	12794995	-
Chr5	10682598	10684407	-
Chr5	11206833	11210857	+
Chr5	19848460	19848856	-
Chr5	8748927	8749501	+
Chr5	13467425	13471354	-
Chr5	15194242	15197415	+
Chr5	18190728	18190765	+
Chr5	20148076	20148311	+
Chr5	15333640	15334033	-
Chr5	16064359	16064380	+
Chr5	17083710	17084108	+
Chr5	12928896	12929183	-
Chr5	17475156	17475207	+
Chr5	17274574	17275130	+
Chr5	3031411	3031991	-
Chr5	23825142	23825533	-
Chr5	14627178	14627232	+
Chr5	4239632	4240050	-
Chr5	7637855	7638246	-
Chr5	16261351	16261906	+
Chr5	16712853	16713435	+
Chr5	15272023	15272605	+
Chr5	22166806	22167197	-
Chr5	12259895	12260476	+
Chr5	23249690	23250269	-
Chr5	1755264	1755657	+
Chr5	7356131	7356549	-
Chr5	14228514	14229093	-
Chr5	10164812	10165234	+
Chr5	14699125	14699457	-
Chr5	17395474	17395641	-
Chr5	12588890	12590626	-
Chr5	12335501	12338654	-
Chr5	11313384	11313457	-
Chr5	14451909	14452491	-
Chr5	26146172	26146561	-
Chr5	23163679	23164070	+
Chr5	8925083	8925636	-
Chr5	5970675	5970924	+
Chr5	14392610	14393192	-
Chr5	13163078	13166501	+
Chr5	24279102	24279520	-
Chr5	14374272	14374827	+
Chr5	11416085	11416670	+
Chr5	23123437	23123857	+
Chr5	10473479	10473592	-
Chr5	15118676	15119065	-
Chr5	3250318	3250709	+
Chr5	12658890	12659281	+
Chr5	13187595	13188015	+
Chr5	25622722	25623275	-
Chr5	10389590	10389982	-
Chr5	15615388	15615808	+
Chr5	17804188	17804766	-
Chr5	9397649	9397678	-
Chr5	19437718	19438135	-
Chr5	9068158	9068733	-
Chr5	4932289	4932684	+
Chr5	12269311	12272892	+
